Anulada;T_doc_Com;Desc_tipo_doc;Cl_Factura;Fe_Factura;Canal;tipo_persona;Resp_Pago;Poblacion;Vendedor;Sector;Material;DenominaciOn;Cant_Fact;Valor_Neto;Impuesto;Segmento;Marca;F_Pedido;Cant_desp;C_Material;Tot_C_Vta
NO ANULADO;M;Factura;ZF03;17/2/2022;RE;Natural;1000004152;0;3000000171;12;770-A1800423;MANTEL PALM 150X240CM CIRCULOS POLI;1;15,65;1,88;GQM_MCH;PALM SPRINGS HOMES;17/2/2022;1;8,62;8,62
NO ANULADO;M;Factura;ZF03;17/2/2022;RE;Natural;1000004152;0;3000000171;1;CKSTAFOV3-013;FREIDORA AIRE OSTER 10LT DIG/INCLUYE ACC;1;213,62;25,63;GQM_MCH;OSTER;17/2/2022;1;120,41;120,41
NO ANULADO;M;Factura;ZF03;17/2/2022;RE;Natural;1000011411;0;3000000020;5;KB125-C9B;MOTO CABALLITO KB125-C9B KENBO 125CC;1;583,93;70,07;GQM_MCH;KEMBO;17/2/2022;1;582,39;582,39
NO ANULADO;M;Factura;ZF03;17/2/2022;RE;Natural;1000011411;0;3000000020;5;M47044;BATERIA MOTO BB5L-B BOSCH 12V-5A;1;0,01;0;GQM_MCH;BOSCH;17/2/2022;1;22,84;22,84
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000001401;0;3000000075;0;FUNDA000021;FUNDA LOGO TOPACIO 42,5X39CM;1;0,01;0;TPC_SAM;NULL;18/2/2022;1;1,4;1,4
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000001401;0;3000000075;11;2407031;CUCHILLO MANTEQUILLA ALBI2 ACERO CHRIST;1;48,21;5,79;TPC_SAM;CHRISTOFLE;18/2/2022;1;20,38;20,38
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000001401;0;3000000075;11;2407028;CUCHILLO QUESO ALBI2 ACERO CHRISTOFLE;1;56,24;6,75;TPC_SAM;CHRISTOFLE;18/2/2022;1;29,83;29,83
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011412;0;3000000171;1;GCSTBS4951R-013;PLANCHA OSTER 1200W 180ML TEMP.V ROJO/GR;1;13,71;1,65;GQM_MCH;OSTER;18/2/2022;1;10,9;10,9
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011413;0;3000000171;1;CKSTAFOV3-013;FREIDORA AIRE OSTER 10LT DIG/INCLUYE ACC;1;237,36;28,48;GQM_MCH;OSTER;18/2/2022;1;120,41;120,41
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000009402;0;3000000171;1;AF-600;FREIDORA/AIRE PRIMA 1700W 5.7LT NEG;1;102,97;12,36;GQM_MCH;PRIMA;18/2/2022;1;55,13;55,13
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011416;0;3000000020;10;LDA15-110;SOPORTE BRACKET ACC P/TV TV 13-27PULG;1;0,01;0;GQM_MCH;BRACKET;18/2/2022;1;4,37;4,37
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011416;0;3000000020;4;KDL32MO672LN-1;TV 32 PRIMA SMART KUNTUR HD/NETFLIX/YOUT;1;218,97;26,28;GQM_MCH;PRIMA;18/2/2022;1;136,49;140,49
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011415;0;3000000171;1;RMP736FYEU;REFRIGERADORA MABE C/DISPENS AGUA 360LT;1;515,89;61,91;GQM_MCH;MABE;18/2/2022;1;396,85;396,85
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011415;0;3000000171;1;AF-600;FREIDORA/AIRE PRIMA 1700W 5.7LT NEG;2;205,95;24,71;GQM_MCH;PRIMA;18/2/2022;2;110,26;110,26
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011420;0;3000000171;1;BLSTFC-W00-011;PICATODO OSTER ACC PLASTICO TODA LICUA;1;23,21;2,79;GQM_MCH;OSTER;18/2/2022;1;12,03;12,03
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000008445;SAMBORONDON;3000000075;0;FUNDA000022;FUNDA LOGO TOPACIO 56,5X50CM;2;0,02;0;TPC_SAM;NULL;18/2/2022;2;4,92;4,92
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000008445;SAMBORONDON;3000000075;11;9319C18077K27330;COPA HELADO PRAGUE CRISTAL BOHEMIA JIHLA;12;107,16;12,86;TPC_SAM;B JIHLAVA;18/2/2022;12;44,96;44,96
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000008445;SAMBORONDON;3000000075;11;4256006;MARCO FOTO MALMAISON 13X18CM PLATEADO;2;691,08;82,93;TPC_SAM;CHRISTOFLE;18/2/2022;2;349,09;349,09
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000008445;SAMBORONDON;3000000075;11;9270452;TAPA BOTELLA BEADED PLATEADO GREGGIO;1;53,57;6,43;TPC_SAM;GREGGIO;18/2/2022;1;31,22;31,22
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011196;0;3000000020;0;700090593-070;ALMOHADA BR SPA 70X50 SET X 2 GIFT;1;0,01;0;GQM_MCH;SIMMONS;18/2/2022;1;0;0
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011196;0;3000000020;0;700061142-160;PROTECTOR DE COLCHON 2.5PL PLUMON;1;35,71;4,29;GQM_MCH;SIMMONS;18/2/2022;1;24,38;24,38
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011196;0;3000000020;0;700045884-160;COLCHON SIMMONS PT LUX FIRM INTERM 2.5PL;1;481,34;57,76;GQM_MCH;SIMMONS;18/2/2022;1;320,09;320,09
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000007571;PASAJE;3000000171;1;KEC-1702RE;HERVIDOR ELEC 1.7 L PRIMA 1100 W ROJO;1;11,77;1,41;GQM_MCH;PRIMA;18/2/2022;1;7,11;7,11
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000010458;0;3000000171;1;GCSTBS5903-013;PLANCHA OSTER 1200W 240ML VAPOR ROC VERD;1;18,18;2,18;GQM_MCH;OSTER;18/2/2022;1;12,28;12,28
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011422;0;3000000020;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;87,09;10,45;GQM_MCH;OSTER;18/2/2022;1;55,35;55,35
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011423;0;3000000020;3;SDK300;REPRODUCTOR TOSHIBA KARAOKE SD-K300K5;1;24,11;2,89;GQM_MCH;TOSHIBA;18/2/2022;1;34,53;34,53
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000127;MACHALA;3000000171;7;FR-2650DT;CALCULADORA CASSIO BLANCO;1;42,2;5,06;GQM_MCH;CASSIO;18/2/2022;1;33,76;33,76
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;8MM;CASSETTE MAXEL 8MM 120MIN HI 8 P6-1;1;3,12;0,37;GQM_MCH;MAXEL;18/2/2022;1;3,09;3,09
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;1;CO207P;SECADORA CABELLO CONAIR INFINITY;1;30,38;3,65;GQM_MCH;CONAIR;18/2/2022;1;30,08;30,08
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;KW-MB007;CELULAR PRIMA DUO CHIP/TV/RADIO FM NEGRO;1;133,78;16,05;GQM_MCH;PRIMA;18/2/2022;1;132,46;132,46
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;S11;SOPORTE PARA PARLANTE KINYO;1;9,74;1,17;GQM_MCH;KINYO;18/2/2022;1;9,64;9,64
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;KIT-SK4;ADAPTADOR YAMAHA AUDIFONPEDAL SK4;1;29,88;3,59;GQM_MCH;YAMAHA;18/2/2022;1;29,58;29,58
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;8;5999A300;BOMBA DE AIRE COLEMAN INFLADOR C/VALVULA;1;10,21;1,23;GQM_MCH;COLEMAN;18/2/2022;1;10,11;10,11
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;3;DCR-DVD205;FILMADORA SONY 1MPX/ZOOM12X DVD PANT 2.7;1;348,09;41,77;GQM_MCH;SONY;18/2/2022;1;344,64;344,64
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;HO97716;MICROFONO GE PARA COMPUTADOR;1;2,92;0,35;GQM_MCH;GE;18/2/2022;1;2,89;2,89
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;HO97950;AUDIO HUB GE CONEC.AURIC CELU A PC 4DISP;1;2,69;0,32;GQM_MCH;GE;18/2/2022;1;2,66;2,66
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;JD-1212S;PORTA CD PIONEER 6CD NEGRO;1;21,37;2,56;GQM_MCH;PIONEER;18/2/2022;1;21,16;21,16
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;2;DVH-735AV;RADIO/CARRO PIONEER 3PULG USB 50WX4 NEGR;1;206,63;24,8;GQM_MCH;PIONEER;18/2/2022;1;204,58;204,58
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;1;CO207;SECADORA CABELLO CONAIR INFINITY NEGRO;3;88,92;10,67;GQM_MCH;CONAIR;18/2/2022;3;88,05;88,05
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;5;DEHP900HDD;RADIO/CARRO PIONEER;2;1876,72;225,2;GQM_MCH;PIONEER;18/2/2022;2;1858,14;1858,14
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;5;CDA-9815;RADIO/CARRO ALPINE 60 W;2;580,38;69,65;GQM_MCH;ALPINE;18/2/2022;2;574,64;574,64
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;5;MEX5D1;RADIO/CARRO SONY PANEL FIJO COLOR NEGRO;2;1105,54;132,66;GQM_MCH;SONY;18/2/2022;2;1094,6;1094,6
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;VDW-14DU;DISCO FILMADORA JVC 30MIN 14GB RW;5;22,45;2,69;GQM_MCH;JVC;18/2/2022;5;22,25;22,25
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;VDW26D;CD JVC REGRAB.60 MIN P/FILMA;5;50,15;6,02;GQM_MCH;JVC;18/2/2022;5;49,66;49,66
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;9;OS-18107;JGO OLLA OSTER TAPA VID NEGRO ALUMIN 8PC;2;154,14;18,5;GQM_MCH;OSTER;18/2/2022;2;152,62;152,62
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;AV93600;CARGADOR DE CARRO GE UNIVERSAL;5;21,65;2,6;GQM_MCH;GE;18/2/2022;5;21,43;21,43
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;2;BDP-S380B;REPRODUCTOR BLU-RAY SONY 2USB/WMA NEGRO;3;395,1;47,41;GQM_MCH;SONY;18/2/2022;3;391,2;391,2
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;CD-R700;CD MAXEL 700MB BLANCO PAQUETE 50 UND;6;62,7;7,52;GQM_MCH;MAXEL;18/2/2022;6;62,08;62,08
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;CDR700MB;CD MAXEL 700MB BLANCO PAQUETE 25 UND;3;22,8;2,74;GQM_MCH;MAXEL;18/2/2022;3;22,57;22,57
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;1;DM-W30;CD TDK REGRABABLE P/FILMA;2;8,18;0,98;GQM_MCH;TDK;18/2/2022;2;8,1;8,1
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;DM-W60;DISCO FILMADORA SONY 60MIN 28GB RW;5;38,15;4,58;GQM_MCH;SONY;18/2/2022;5;37,76;37,76
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;DVD-RW47S;CD TDK DVD-RW 4.7GB;4;29,12;3,49;GQM_MCH;TDK;18/2/2022;4;28,82;28,82
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;CD-R80KK-Z;CD-R TDK PAQ.X150UN;5;167,3;20,08;GQM_MCH;TDK;18/2/2022;5;165,67;165,67
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;2;CDA-7897;RADIO/CARRO ALPINE DESMONT CD 50WX4 GRIS;2;664,18;79,7;GQM_MCH;ALPINE;18/2/2022;2;657,6;657,6
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;7;CDR-74;CD-R LG BLANCO PAQUETE 74 UND;6;2,16;0,26;GQM_MCH;LG;18/2/2022;6;2,13;2,13
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;3;DVX-100;CAMBIADOR DVD CD SONY P/CARRO P/10 DISC;2;1336,08;160,33;GQM_MCH;SONY;18/2/2022;2;1322,85;1322,85
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;2;ICD-CX50;GRABADORA SONY CAMAR INCOR 93H.30M VISUA;5;1465,05;175,81;GQM_MCH;SONY;18/2/2022;5;1450,55;1450,55
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Juridico;1000000671;GUAYAQUIL;3000000248;10;MDV-HC;CINTA LIMPIADORA MAXEL;2;20,1;2,41;GQM_MCH;MAXEL;18/2/2022;2;19,92;19,92
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000298;SANTA ROSA;3000000248;5;150-AC;MOTO QMC150-AC 150CC TIPO PASEO;1;1289,29;154,71;GQM_MCH;QMC;18/2/2022;1;799,63;799,63
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011425;0;3000000099;11;7021593;VASO LINE BAJO CRISTAL KOSTA BODA;6;139,29;16,71;TPC_SAM;KOSTA BODA;18/2/2022;6;106,9;106,9
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011425;0;3000000099;11;1,01E+13;COPA V.T TALLADO VERDE CRISTAL TOM BOHEM;4;407,16;48,86;TPC_SAM;TOM BOHEMIA;18/2/2022;4;184,74;184,74
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011425;0;3000000099;11;1,01E+13;COPA V.T TALLADO AMBAR CRISTAL TOM BOHEM;4;407,16;48,86;TPC_SAM;TOM BOHEMIA;18/2/2022;4;263,57;263,57
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011425;0;3000000099;11;1,01E+13;COPA V.T TALLADO AZUL CRISTAL TOM BOHEMI;4;407,16;48,86;TPC_SAM;TOM BOHEMIA;18/2/2022;4;162,78;162,78
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011426;0;3000000171;10;BLSTAC3090-011;CUCHILLA OSTER ACERO INOX LICUA XPERT;1;22,21;2,67;GQM_MCH;OSTER;18/2/2022;1;12,04;12,04
NO ANULADO;N;Anulacion de factura;S1;17/2/2022;RE;Natural;1000011403;LOJA;3000000075;11;2105932;MARIPOSA LUCKY TURQUESA CRISTAL BACCARAT;1;-147,32;-17,68;VMA_GYE;BACCARAT;NULL;0;0;0
NO ANULADO;N;Anulacion de factura;S1;17/2/2022;RE;Natural;1000011403;LOJA;3000000075;11;1009451;MARIPOSA BLANCO-ORO LLADRO PORCELANA;1;-160,71;-19,28;VMA_GYE;LLADRO;NULL;0;0;0
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011427;0;3000000171;1;BLSTKAG-WPB-013;LICU OSTER 550W 2VL 1.5L TECLA BLANCO;1;42,34;5,08;GQM_MCH;OSTER;18/2/2022;1;27,42;27,42
NO ANULADO;O;Abono;ZNCD;18/2/2022;RE;Natural;1000005948;0;3000000020;0;BVSTBMH23-013;MOLINO D/CAFE OSTER 150W 18TZ AJUSTES/18;1;-53,44;-6,41;VMA_MCH;OSTER;18/2/2022;1;-37,98;-37,98
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011403;LOJA;3000000075;11;2105932;MARIPOSA LUCKY TURQUESA CRISTAL BACCARAT;1;147,32;17,68;VMA_GYE;BACCARAT;17/2/2022;1;75,06;75,06
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011403;LOJA;3000000075;0;FUNDA000021;FUNDA LOGO TOPACIO 42,5X39CM;1;0,01;0;TPC_SAM;NULL;17/2/2022;1;1,4;1,4
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011403;LOJA;3000000075;11;1009451;MARIPOSA BLANCO-ORO LLADRO PORCELANA;1;160,71;19,28;VMA_GYE;LLADRO;17/2/2022;1;63,68;63,68
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000005053;0;3000000020;1;CKSTAFOV3-013;FREIDORA AIRE OSTER 10LT DIG/INCLUYE ACC;1;237,36;28,48;GQM_MCH;OSTER;18/2/2022;1;120,41;120,41
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000005053;0;3000000020;0;NGNG0020AERLAV;NIAGARA AEROSOL LAVANDA 20 oz;1;2,41;0,29;GQM_MCH;NIAGARA;18/2/2022;1;1,94;1,94
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000011428;0;3000000171;1;GCSTBS6051-013;PLANCHA VAPOR OSTER 1250W ROJO CERAMICA;1;23,87;2,86;GQM_MCH;OSTER;18/2/2022;1;14,19;14,19
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;1;GCSTBS6051-013;PLANCHA VAPOR OSTER 1250W ROJO CERAMICA;1;26,52;3,18;GQM_MCH;OSTER;18/2/2022;1;14,2;14,2
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;1;LM-YL1-1159BXN;DISPENSADOR PRIMA 500W 3TEMP NEGRO L/LED;1;172,05;20,65;GQM_MCH;PRIMA;18/2/2022;1;95,95;95,95
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;6;OBF851-LA013;VENTILADOR OSTER DE PISO 54CM DIAM NEGRO;1;45,59;5,47;GQM_MCH;OSTER;18/2/2022;1;27,32;27,32
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;4;12466200;TV 65 SONY 4K ULTRA HD/X-REALITY PRO;1;1522,3;182,68;GQM_MCH;SONY;18/2/2022;1;1111;1111
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;12;712-34089;PORTA RETRATO RAINBOW CHOCOLATE VID;1;2,68;0,32;GQM_MCH;RAINBOW;18/2/2022;1;1,26;1,26
NO ANULADO;M;Factura;ZF03;18/2/2022;RE;Natural;1000000149;MACHALA;3000000248;12;712-34101;PORTA RETRATO RAINBOW MDF/VID 5X7 P;1;2,68;0,32;GQM_MCH;RAINBOW;18/2/2022;1;1,53;1,53
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011431;0;3000000020;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;88,19;10,58;GQM_MCH;OSTER;19/2/2022;1;54,92;54,92
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011430;0;3000000171;10;4902-011-013;BASE ROSCA OSTER ACC SELLO GOM NEGR LICU;1;3,3;0,4;GQM_MCH;OSTER;19/2/2022;1;1,76;1,76
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011430;0;3000000171;0;4DW12-011-000;JARRA P/CAF W12B  OSTER 12TZ C/ CARTON;2;18,76;2,25;GQM_MCH;OSTER;19/2/2022;2;10,86;10,86
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011430;0;3000000171;1;FPSTJE320S-013;EXTRAC OSTER 600W 2VL 1.25L JARRA F/PULS;1;105,47;12,66;GQM_MCH;OSTER;19/2/2022;1;65,98;65,98
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011430;0;3000000171;0;RC1018D-BL;OLLA ARROCERA 10 CUP 1.8LT PRIMA NEGRO;1;29,53;3,54;GQM_MCH;PRIMA;19/2/2022;1;18,72;18,72
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011430;0;3000000171;12;736-0489419;ALFOMBRA BANO HOME LIVING C/CORTINA;1;20,53;2,46;GQM_MCH;HOME LIVING;19/2/2022;1;8,02;8,02
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011432;0;3000000020;1;BLSTMG-T15-013;LICU OSTER 450W 8VL 1.5L PULSO TURQUESA;1;37,79;4,53;GQM_MCH;OSTER;19/2/2022;1;30,88;30,88
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000009751;0;3000000020;12;748-41536SM;SET VASOS PASABACHE 14 1.4 OZ 6PCS;1;12,56;1,51;GQM_MCH;PASABACHE;19/2/2022;1;6,33;6,33
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000010902;0;3000000248;1;30000400;REFRIGERADORA INDURAMA 370LT  QUA METAL;1;588,43;70,61;GQM_MCH;INDURAMA;19/2/2022;1;445;445
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000010902;0;3000000248;9;OS-16718;JGO OLLA OSTER TAPA VID ROJO ALUMIN 10PC;1;82,91;9,95;GQM_MCH;OSTER;19/2/2022;1;63,88;63,88
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000010902;0;3000000248;1;CKSTRC8029S-013;OLLA ARROC MULTI-USO OSTER 700W/10T/SOFR;1;60,65;7,28;GQM_MCH;OSTER;19/2/2022;1;36;36
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000010902;0;3000000248;1;BVSTDCP12B-013;CAFETERA OSTER 900W 12TZ NEGRO C/FILTRO;2;99,34;11,92;GQM_MCH;OSTER;19/2/2022;2;56,97;56,97
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011433;0;3000000020;0;BICI_ARO29;BICICLETA MONT FULL SUSPENSION 29 PULG;1;151,47;18,18;GQM_MCH;TREND;19/2/2022;1;116,07;116,07
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011434;0;3000000171;1;BVSTDC05-013;CAFETERA OSTER FILTRO 672 W/5TZ/NEGRO;1;22,09;2,65;GQM_MCH;OSTER;19/2/2022;1;12,51;12,51
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011435;0;3000000020;6;AC120-16AR;ENFRIADOR PRIMA PURIF 60W BLANC 12LT 3VL;1;90,4;10,85;GQM_MCH;PRIMA;19/2/2022;1;56,5;56,5
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011436;0;3000000020;6;OSF818-LA013;VENTILADOR OSTER PEDESTAL 18PULG/5 ASPAS;3;113,11;13,57;GQM_MCH;OSTER;19/2/2022;3;77,93;77,93
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000010029;0;3000000020;1;H3000;LIMPIADOR PISO HOOVER 14GL LAV-ASPIR-SEC;1;53,57;6,43;GQM_MCH;HOOVER;19/2/2022;1;137,96;137,96
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011437;0;3000000020;0;10091515;PAULANER MUNCHNER HELL 500 ML CERVEZA;1;2,41;0,29;GQM_MCH;PAULANER;19/2/2022;1;1,85;1,85
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011437;0;3000000020;12;712-34101;PORTA RETRATO RAINBOW MDF/VID 5X7 P;1;2,68;0,32;GQM_MCH;RAINBOW;19/2/2022;1;1,53;1,53
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000001985;0;3000000020;1;BLSTAA4961-011;CUCHILLA OSTER PICA HIELO ACERO INOX;3;11,12;1,33;GQM_MCH;OSTER;19/2/2022;3;6,16;6,16
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000005940;MACHALA;3000000171;12;704-90140669;ADORNO DECORE D.HOJA NARANJA-VERD VIDRIO;1;25,07;3,01;GQM_MCH;DECORE;19/2/2022;1;16,33;16,33
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011438;0;3000000020;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;96,77;11,61;GQM_MCH;OSTER;19/2/2022;1;55,35;55,35
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011439;0;3000000020;6;AC120-16AR;ENFRIADOR PRIMA PURIF 60W BLANC 12LT 3VL;1;100,45;12,05;GQM_MCH;PRIMA;19/2/2022;1;56,5;56,5
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011440;0;3000000099;11;MB-CAR3;FRAGANCIA CARRO DISPENSADOR  LEMONGRASS;1;13,39;1,61;TPC_SAM;MAX  BENJAMIN;19/2/2022;1;8,41;8,41
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000006953;0;3000000171;1;FPSTJU4175-013;EXPRIMIDOR OSTER 75W 500ML AUTOM BLANCO;1;32,36;3,88;GQM_MCH;OSTER;19/2/2022;1;22,65;22,65
NO ANULADO;M;Factura;ZF03;19/2/2022;RE;Natural;1000011441;0;3000000099;11;8487C03077K67300;JARRON PRINCESS B JIHLAVA CRISTAL;1;54,46;6,54;TPC_SAM;B JIHLAVA;19/2/2022;1;22,54;22,54
NO ANULADO;M;Factura;ZF03;20/2/2022;RE;Natural;1000011442;0;3000000171;4;UDL50MH547LN;TV 50 PRIMA LED SMART 4K LIC.NETFLIX/YOU;1;438,4;52,6;GQM_MCH;PRIMA;20/2/2022;1;297,68;247,07
NO ANULADO;M;Factura;ZF03;20/2/2022;RE;Natural;1000011442;0;3000000171;3;EX-S10SR;CAMARA CASSIO LCD 2.8 10.1MP 3XZOOM OPT;1;0,22;0,03;GQM_MCH;CASSIO;20/2/2022;1;144,47;144,47
NO ANULADO;M;Factura;ZF03;20/2/2022;RE;Natural;1000011330;0;3000000020;1;BVSTDCS12B-013;CAFETERA OSTER FILTRO 1000W NEGRO 12TZ;1;33,06;3,97;GQM_MCH;OSTER;20/2/2022;1;19,86;19,86
