Anulada;T_doc_Com;Desc_tipo_doc;Cl_Factura;Fe_Factura;Canal;tipo_persona;Resp_Pago;Poblacion;Vendedor;Sector;Material;DenominaciOn;Cant_Fact;Valor_Neto;Impuesto;Segmento;Marca;F_Pedido;Cant_desp;C_Material;Tot_C_Vta
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS5957-013;PLANCHA OSTER 1200W 240ML VAPOR ROC ROSA;2;52,14;6,26;ECM_VMA;OSTER;31/5/2022;2;32,24;32,24
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS6003-013;PLANCHA VAPOR OSTER 1250W AZUL ANTI-ADHE;1;23,94;2,87;ECM_VMA;OSTER;31/5/2022;1;13,32;13,32
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTRC1700B-013;OLLA ARROC OSTER 700W 10T 1.8L NEGRO;3;112,5;13,5;ECM_VMA;OSTER;31/5/2022;3;55,74;55,74
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS4801V-013;PLANCHA OSTER 1200W 180ML TEMP.V VIOLE/N;2;29,9;3,59;ECM_VMA;OSTER;31/5/2022;2;15,73;15,73
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;4792-013;OLLA PRESION OSTER 7LT 4 VALVULA SEG.;1;49,4;5,93;ECM_VMA;OSTER;31/5/2022;1;30,31;30,31
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;12;OS-17181;JGO OLLA OSTER ANTIADHEREN C/TAPA VIDRIO;1;81,97;9,84;ECM_VMA;OSTER;31/5/2022;1;63,42;63,42
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;RC1022D-BL;OLLA ARROC PRIMA SOFRITO/AUTOM. 2.2LT;1;35,85;4,3;ECM_VMA;PRIMA;31/5/2022;1;21,07;21,07
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF40D-013;FREIDORA/AIRE OSTER 1000W 4LT DIGITAL;4;525,44;63,05;ECM_VMA;OSTER;31/5/2022;4;287,19;287,19
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;4;UDE55NR316LN;TV 55 PRIMA SMART TV NEO/WEBOS/4K;1;494,48;59,34;ECM_VMA;PRIMA;31/5/2022;1;349,51;426,42
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-602A;FREIDORA/AIRE PRIMA 1700 W 11LT/ CANASTA;2;292,3;35,08;ECM_VMA;PRIMA;31/5/2022;2;167,45;167,45
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-18107;JGO OLLA OSTER TAPA VID NEGRO ALUMIN 8PC;4;380,24;45,63;ECM_VMA;OSTER;31/5/2022;4;303,99;303,99
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSM2885-013;SANDUCHERA OSTER 2 REBANADA 750W NEGRO;4;90,92;10,91;ECM_VMA;OSTER;31/5/2022;4;54,95;54,95
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTGR3006-013;PARRILLA OSTER ANTI-ADH TAPA VID 1500W;1;91,58;10,99;ECM_VMA;OSTER;31/5/2022;1;60,26;60,26
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF55-013;FREIDORA AIRE OSTER 5.5LT ANTI-ADH NEGR;2;307,14;36,86;ECM_VMA;OSTER;31/5/2022;2;173,75;173,75
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLST4655-013;LICU OSTER 700W 3VL 1.25 CLASIC MEX CROM;3;205,71;24,69;ECM_VMA;OSTER;31/5/2022;3;137,79;137,79
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16722;SARTEN OSTER SIN TAPA 26X5.5CM ALUM ROJO;1;12,19;1,46;ECM_VMA;OSTER;31/5/2022;1;9,8;9,8
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16728;OLLA C/TAPA 28X13.5 OSTER C/TAPA ROJO;2;49,88;5,99;ECM_VMA;OSTER;31/5/2022;2;40,25;40,25
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;2;PBS-615;BARRA SONIDO PRIMA 80 W USB-BLUETOOTH;1;48,24;5,79;ECM_VMA;PRIMA;31/5/2022;1;28,59;28,59
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;97,11;11,65;ECM_VMA;OSTER;31/5/2022;1;56,67;56,67
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;CYL2209N7;OLLA PRESION 7LT NEGRO PRIMA ALUMINIO;1;31,21;3,75;ECM_VMA;PRIMA;31/5/2022;1;16,57;16,57
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSCMC6-013;OLLA MULTIUSO 5EN1 OSTER 1200W 5.6L SILV;1;181,54;21,78;ECM_VMA;OSTER;1/6/2022;1;99,84;99,84
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;T-26030;JGO CUCHILLO OSTER 14PZ SILICON NEGRO;2;130,44;15,65;ECM_VMA;OSTER;1/6/2022;2;80,71;80,71
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-602A;FREIDORA/AIRE PRIMA 1700 W 11LT/ CANASTA;2;383,94;46,07;ECM_VMA;PRIMA;1/6/2022;2;167,45;167,45
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTRC1700B-013;OLLA ARROC OSTER 700W 10T 1.8L NEGRO;1;49,26;5,91;ECM_VMA;OSTER;1/6/2022;1;18,58;18,58
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;HM9105E-GEN;BATI D/MANO PRIMA 6 VEL/TURBO/ 120V/NEGR;1;24,4;2,93;ECM_VMA;PRIMA;1/6/2022;1;10,56;10,56
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS4801V-013;PLANCHA OSTER 1200W 180ML TEMP.V VIOLE/N;1;19,43;2,33;ECM_VMA;OSTER;1/6/2022;1;7,87;7,87
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;6;MSAF-24CRD;SPLIT PRIMA 24000BTU T.ESPEJO ECO-INVERT;1;740,58;88,86;ECM_VMA;PRIMA;1/6/2022;1;333,59;333,59
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLST4655-013;LICU OSTER 700W 3VL 1.25 CLASIC MEX CROM;1;89,14;10,7;ECM_VMA;OSTER;1/6/2022;1;45,93;45,93
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;CYL2209N7;OLLA PRESION 7LT NEGRO PRIMA ALUMINIO;1;40,56;4,87;ECM_VMA;PRIMA;1/6/2022;1;16,56;16,56
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;126,26;15,15;ECM_VMA;OSTER;1/6/2022;1;56,67;56,67
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;SW272ME;SANDUCHERA PRIMA 4 PANES 1200W ANTIADERE;3;126,99;15,24;ECM_VMA;PRIMA;1/6/2022;3;355,51;355,51
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF40D-013;FREIDORA/AIRE OSTER 1000W 4LT DIGITAL;2;345,08;41,41;ECM_VMA;OSTER;1/6/2022;2;143,59;143,59
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CG120W-012-000;SANDUCHERA OSTER 3EN1/WAFLERA 1500W;1;95;11,4;ECM_VMA;OSTER;1/6/2022;1;43,07;43,07
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTGR4768-013;PARRILLA OSTER ELECTRICA ASAS FRIA TACTO;1;93,96;11,28;ECM_VMA;OSTER;1/6/2022;1;42,04;42,04
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF55-013;FREIDORA AIRE OSTER 5.5LT ANTI-ADH NEGR;1;201,72;24,21;ECM_VMA;OSTER;1/6/2022;1;86,87;86,87
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS5957-013;PLANCHA OSTER 1200W 240ML VAPOR ROC ROSA;1;33,89;4,07;ECM_VMA;OSTER;1/6/2022;1;16,12;16,12
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;SW207ME;SANDUCHERA PRIMA 2 PANES 760W ANTIADEREN;2;48,26;5,79;ECM_VMA;PRIMA;1/6/2022;2;134,32;134,32
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;P90D25AP-A3;MICROONDA PRIMA 900W 25LT DIGIT. BLANCO;1;112,6;13,51;ECM_VMA;PRIMA;1/6/2022;1;54,84;54,84
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;123,04;14,76;ECM_VMA;OSTER;1/6/2022;1;53,35;53,35
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAFOV3-013;FREIDORA AIRE OSTER 10LT DIG/INCLUYE ACC;1;299,09;35,89;ECM_VMA;OSTER;1/6/2022;1;125,81;125,81
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-600;FREIDORA/AIRE PRIMA 1700W 5.7LT NEG;1;131,21;15,75;ECM_VMA;PRIMA;1/6/2022;1;55,14;55,14
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS6003-013;PLANCHA VAPOR OSTER 1250W AZUL ANTI-ADHE;2;62,9;7,55;ECM_VMA;OSTER;1/6/2022;2;26,64;26,64
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSM2885-013;SANDUCHERA OSTER 2 REBANADA 750W NEGRO;1;29,55;3,55;ECM_VMA;OSTER;1/6/2022;1;13,74;13,74
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTRC1700W-013;OLLA ARROC OSTER 700W 10T 1.8L BLANCO;1;49,26;5,91;ECM_VMA;OSTER;1/6/2022;1;19,44;19,44
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BVSTDC3392-013;CAFETERA OSTER 45TZ AUTOM NEGRO ASAS LAT;1;92,15;11,06;ECM_VMA;OSTER;1/6/2022;1;41,12;41,12
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTSM3711-013;BATI OSTER 750W/12VL PLANETARIA;2;369,44;44,33;ECM_VMA;OSTER;1/6/2022;2;154,96;154,96
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;F400N;PARLANTE PRIMA INALAM/RECAR NEGRO T.BALA;1;37,88;4,55;ECM_VMA;PRIMA;1/6/2022;1;16,26;16,26
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTRC1700B-013;OLLA ARROC OSTER 700W 10T 1.8L NEGRO;2;70,08;8,41;ECM_VMA;OSTER;1/6/2022;1;37,16;37,16
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSM2885-013;SANDUCHERA OSTER 2 REBANADA 750W NEGRO;1;21,26;2,55;ECM_VMA;OSTER;1/6/2022;3;13,74;13,74
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16718;JGO OLLA OSTER TAPA VID ROJO ALUMIN 10PC;3;225,51;27,06;ECM_VMA;OSTER;1/6/2022;1;191,62;191,62
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;F400R;PARLANTE PRIMA INALAM/RECAR ROJO T.BALA;1;27,25;3,27;ECM_VMA;PRIMA;1/6/2022;2;16,26;16,26
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-611CE;FREIDORA/AIRE PRIMA 1400 W 3.2LT CERAMIC;2;129,34;15,52;ECM_VMA;PRIMA;1/6/2022;1;72,46;72,46
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;88,49;10,62;ECM_VMA;OSTER;1/6/2022;1;53,35;53,35
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAM0513-013;MAQ. AREPAS OSTER ANTI-ADHERENTE;1;45,09;5,41;ECM_VMA;OSTER;1/6/2022;2;28,5;28,5
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CG120W-012-000;SANDUCHERA OSTER 3EN1/WAFLERA 1500W;2;136,64;16,4;ECM_VMA;OSTER;1/6/2022;1;86,15;86,15
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-18107;JGO OLLA OSTER TAPA VID NEGRO ALUMIN 8PC;1;88,88;10,67;ECM_VMA;OSTER;1/6/2022;1;76;76
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;CYL2209N7;OLLA PRESION 7LT NEGRO PRIMA ALUMINIO;1;29,17;3,5;ECM_VMA;PRIMA;1/6/2022;2;16,56;16,56
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;6;FS45-C;VENTILADOR PRIMA 3 VEL;2;58,42;7,01;ECM_VMA;PRIMA;1/6/2022;2;36,27;36,27
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;4792-013;OLLA PRESION OSTER 7LT 4 VALVULA SEG.;2;92,36;11,08;ECM_VMA;OSTER;1/6/2022;3;60,62;60,62
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF40D-013;FREIDORA/AIRE OSTER 1000W 4LT DIGITAL;3;368,19;44,19;ECM_VMA;OSTER;1/6/2022;1;215,39;215,39
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;HCSTFI1510-013;ALISADORA OSTER CABELLO GRIS CERAM 6NIV;1;46,8;5,62;ECM_VMA;OSTER;1/6/2022;1;34,4;34,4
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;2499-013;BATI OSTER 240W 5VL D/MANO TURBO BLANCO;1;25,86;3,1;ECM_VMA;OSTER;1/6/2022;2;16,61;16,61
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;RC1018D-BL;OLLA ARROCERA 10 CUP 1.8LT PRIMA NEGRO;2;58,9;7,07;ECM_VMA;PRIMA;1/6/2022;1;37,41;37,41
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS5957-013;PLANCHA OSTER 1200W 240ML VAPOR ROC ROSA;1;24,37;2,92;ECM_VMA;OSTER;1/6/2022;2;16,12;16,12
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-602A;FREIDORA/AIRE PRIMA 1700 W 11LT/ CANASTA;2;273,08;32,77;ECM_VMA;PRIMA;1/6/2022;1;167,45;167,45
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLST4655-013;LICU OSTER 700W 3VL 1.25 CLASIC MEX CROM;1;64,12;7,69;ECM_VMA;OSTER;1/6/2022;1;45,93;45,93
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAFOV3-013;FREIDORA AIRE OSTER 10LT DIG/INCLUYE ACC;1;212,74;25,53;ECM_VMA;OSTER;1/6/2022;2;125,81;125,81
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTJE320S-013;EXTRAC OSTER 600W 2VL 1.25L JARRA F/PULS;2;212,42;25,49;ECM_VMA;OSTER;1/6/2022;2;132,91;132,91
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;P90D25AP-A3;MICROONDA PRIMA 900W 25LT DIGIT. BLANCO;2;160,16;19,22;ECM_VMA;PRIMA;1/6/2022;1;109,69;109,69
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;HM9105E-GEN;BATI D/MANO PRIMA 6 VEL/TURBO/ 120V/NEGR;1;17,36;2,08;ECM_VMA;PRIMA;1/6/2022;1;10,56;10,56
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16723;SARTEN OSTER ANTI-ADH ROJO ALUMINIO 30CM;1;12,14;1,46;ECM_VMA;OSTER;1/6/2022;1;12,12;12,12
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;MAXSP005R;BICICLETA 26 FRAME ALUMINIO ROJO;1;142,22;17,07;ECM_VMA;MAXSPEED;1/6/2022;1;120,24;120,24
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;RC3018;OLLA ARROC PRIMA 700W 10TZ 1.8L DIG BLAN;1;25,11;3,01;ECM_VMA;PRIMA;1/6/2022;2;23,68;23,68
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS4801V-013;PLANCHA OSTER 1200W 180ML TEMP.V VIOLE/N;2;27,94;3,35;ECM_VMA;OSTER;1/6/2022;0;0;0
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;123,04;14,76;ECM_VMA;OSTER;1/6/2022;1;53,35;53,35
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;PN-Y2876PN;LICUADORA PRIMA 2.15LT 400W 5VL V.PLASTI;1;28,01;3,36;ECM_VMA;PRIMA;1/6/2022;1;12,22;12,22
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTSM3711-013;BATI OSTER 750W/12VL PLANETARIA;2;369,44;44,33;ECM_VMA;OSTER;1/6/2022;2;154,96;154,96
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;0;RC1018D-BL;OLLA ARROCERA 10 CUP 1.8LT PRIMA NEGRO;2;81,92;9,83;ECM_VMA;PRIMA;1/6/2022;2;37,41;37,41
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16571;OLLA OSTER 7.6LT 8QT 30X13.5CM C.CLASICA;1;25,03;3;ECM_VMA;OSTER;1/6/2022;1;15,6;15,6
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;12;OS-17181;JGO OLLA OSTER ANTIADHEREN C/TAPA VIDRIO;1;106,57;12,79;ECM_VMA;OSTER;1/6/2022;1;63,42;63,42
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS6003-013;PLANCHA VAPOR OSTER 1250W AZUL ANTI-ADHE;1;31,45;3,77;ECM_VMA;OSTER;1/6/2022;1;13,32;13,32
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;FPSTEMM803-013;MAQ. EMPANADA OSTER 1200W 7MIN NARANJA;1;31,53;3,78;ECM_VMA;OSTER;1/6/2022;1;32,6;32,6
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CG120W-012-000;SANDUCHERA OSTER 3EN1/WAFLERA 1500W;1;95;11,4;ECM_VMA;OSTER;1/6/2022;1;43,07;43,07
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;6;MSAF-18CRD;SPLIT PRIMA 18000BTU T. ESPEJO ECO-INVER;1;528,78;63,46;ECM_VMA;PRIMA;1/6/2022;1;249,98;249,98
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-20CE;FREIDORA/AIRE PRIMA1700W 5LT CERAMICLIFE;2;250,98;30,12;ECM_VMA;PRIMA;1/6/2022;2;117,07;117,07
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-602A;FREIDORA/AIRE PRIMA 1700 W 11LT/ CANASTA;1;191,97;23,04;ECM_VMA;PRIMA;1/6/2022;1;83,73;83,73
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;PN-Y-66;LICU PRIMA 600W 5VL 1.5L BOTON/HIEL SILV;1;40,82;4,9;ECM_VMA;PRIMA;1/6/2022;1;0,76;0,76
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF40D-013;FREIDORA/AIRE OSTER 1000W 4LT DIGITAL;1;172,54;20,7;ECM_VMA;OSTER;1/6/2022;1;71,8;71,8
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16727;OLLA C/TAPA 24X11.5 OSTER 2LT C/TAPA ROJ;1;25,76;3,09;ECM_VMA;OSTER;1/6/2022;1;16,02;16,02
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLST4655-013;LICU OSTER 700W 3VL 1.25 CLASIC MEX CROM;1;89,14;10,7;ECM_VMA;OSTER;1/6/2022;1;45,93;45,93
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-600;FREIDORA/AIRE PRIMA 1700W 5.7LT NEG;1;131,21;15,75;ECM_VMA;PRIMA;1/6/2022;1;55,14;55,14
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS4801L-013;PLANCHA OSTER 1200W 180ML TEMP.V AZUL/NE;1;19,43;2,33;ECM_VMA;OSTER;1/6/2022;1;7,79;7,79
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-611CE;FREIDORA/AIRE PRIMA 1400 W 3.2LT CERAMIC;1;90,92;10,91;ECM_VMA;PRIMA;1/6/2022;1;36,23;36,23
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;4792-013;OLLA PRESION OSTER 7LT 4 VALVULA SEG.;3;138,57;16,63;ECM_VMA;OSTER;31/5/2022;3;90,93;90,93
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSM2885-013;SANDUCHERA OSTER 2 REBANADA 750W NEGRO;4;85,04;10,2;ECM_VMA;OSTER;31/5/2022;4;54,95;54,95
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;PN-Y2876PR;LICUADORA PRIMA 2.15LT 400W 5VL V.PLASTI;1;20,14;2,42;ECM_VMA;PRIMA;31/5/2022;1;12,54;12,54
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTRC1700B-013;OLLA ARROC OSTER 700W 10T 1.8L NEGRO;1;35,04;4,2;ECM_VMA;OSTER;31/5/2022;1;18,58;18,58
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;2;181,62;21,79;ECM_VMA;OSTER;31/5/2022;2;113,34;113,34
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;GCSTBS5957-013;PLANCHA OSTER 1200W 240ML VAPOR ROC ROSA;3;73,14;8,78;ECM_VMA;OSTER;31/5/2022;1;48,36;48,36
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;9;OS-16728;OLLA C/TAPA 28X13.5 OSTER C/TAPA ROJO;1;23,31;2,8;ECM_VMA;OSTER;31/5/2022;1;20,13;20,13
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTSM3884-013;SANDUCHERA OSTER 1680W PLANCHA 1680W SIL;1;85,99;10,32;ECM_VMA;OSTER;31/5/2022;2;56,29;56,29
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CG120W-012-000;SANDUCHERA OSTER 3EN1/WAFLERA 1500W;2;136,64;16,4;ECM_VMA;OSTER;31/5/2022;1;86,15;86,15
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;CKSTAF55-013;FREIDORA AIRE OSTER 5.5LT ANTI-ADH NEGR;1;143,48;17,22;ECM_VMA;OSTER;31/5/2022;1;86,87;86,87
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-602A;FREIDORA/AIRE PRIMA 1700 W 11LT/ CANASTA;1;136,54;16,38;ECM_VMA;PRIMA;31/5/2022;1;83,72;83,72
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;1;AF-611CE;FREIDORA/AIRE PRIMA 1400 W 3.2LT CERAMIC;1;64,67;7,76;ECM_VMA;PRIMA;31/5/2022;1;36,23;36,23
NO ANULADO;M;Factura;ZF15;1/6/2022;CO;Natural;1000005028;QUITO;3000000248;6;FS45-C;VENTILADOR PRIMA 3 VEL;1;29,21;3,51;ECM_VMA;PRIMA;31/5/2022;1;18,13;18,13
